publishedAt,title,tags,duration_in_seconds,viewCount,likeCount,Date of release ,# of days ,Views per day 
2015-06-03T12:00:01Z,Let's Go To The Zoo | + More Super Simple Songs,"['Zoo song', 'Super Simple Learning', 'ESL', 'www.supersimplelearing.com', 'nursery', 'rhymes', ""Let's Go To The Zoo"", 'Super Simple Songs', 'kindergarten', 'Songs for Kids', 'kids song collection', 'EFL', 'Kids Songs', 'animal song', 'education', 'music and movement', 'preschool', 'toddlerific']",3360,24638219,31428,2015-06-03,"3,048",8083
2015-09-23T15:30:01Z,The Alphabet Song + More | Kids Songs | Super Simple Songs,"['Five Little Monkeys', 'ABC Song', 'Kids Songs', 'ABC', 'Super Simple Songs', 'Alphabet Song', 'Phonics', 'Phonics Songs', 'Nursery Rhymes', 'nursery', 'Ten In The Bed', 'ABCs', 'BINGO Song', 'Alphabet Songs', 'ABC Songs', 'rhymes', 'www.supersimplelearning.com']",3315,24386293,30273,2015-09-23,"2,936",8306
2021-06-24T10:30:06Z,See You Later | Goodbye Song from Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'see you later', 'goodbye song']",99,24172877,15732,2021-06-24,835,28950
2016-03-30T15:30:01Z,What Do You Hear? + More | Nursery Rhymes | Super Simple Songs,"['Super Simple Songs', 'nursery', 'rhymes', 'nursery rhyme (Literature Subject)', 'puppets', 'what do you hear songs', 'nursery rhymes', 'kids song', 'children songs', ""children's story"", 'best kids songs', 'best nursery rhymes', 'animals sounds songs', 'super simple puppet', 'songs for kids', 'kids songs']",3309,24149127,34413,2016-03-30,"2,747",8791
2008-11-26T17:25:35Z,"Santa, Where Are You?","['Kids', 'Kids Christmas Song', 'rhymes', 'Where are you?', 'Jingle Bells', 'Preschool', 'Santa Song', 'EFL', 'Christmas', 'nursery', 'Preposition Song', 'ESL', 'Kindergarten']",136,23897841,13854,2008-11-26,"5,428",4403
2017-12-16T16:30:01Z,Pat A Cake | + More Kids Songs | Super Simple Songs,"['kids songs', 'pat a cake', 'pat a cake song', 'patty cake', 'patty cake song', 'mr. sun song', 'one little finger', ""pat a cake pat a cake baker's man"", 'one little finger song', 'songs for kids', 'nursery rhymes', 'mr. sun', 'super simple songs', 'children songs', 'kids videos', 'songs for children', 'fun songs for kids', 'kindergarten', 'preschool songs', 'toddlers', 'songs for toddlers', 'preschoolers', 'children’s songs', 'baby songs', 'for kids', 'for children', 'videos for kids', 'nursery']",3315,23778925,33791,2017-12-16,"2,121",11211
2020-05-14T10:30:09Z,Let's Count To 100 | ft. Finny the Shark | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', '1 to 100', 'numbers songs for kids', ""let's count to 100 song"", ""let's count"", 'counting to 100', 'numbers songs', 'finny the shark']",227,23518128,26155,2020-05-14,"1,241",18951
2016-10-22T15:30:01Z,How Many Fingers? + More | Kids Songs | Super Simple Songs,"['kids songs', ""children's song"", 'finger family', 'learn to count', 'learn to count to 10', 'fingers song', 'counting song', 'kids song', ""children's songs"", 'songs for kids', 'preschool', 'kindergarten', 'numbers song', 'circle time', 'fingers', 'toes', 'how many fingers', 'how many toes', 'one little finger', 'itsy bitsy spider', 'Super Simple Songs', 'supersimplesongs', 'monster song', 'finger song', 'counting', 'nursery rhymes', 'rhymes', 'count to 10', 'learn to count 1 to 10', 'finger family song', 'toes song', 'counting songs']",4267,23405939,31644,2016-10-22,"2,541",9211
2022-08-04T14:00:31Z,500 Ducks + More Kids Counting Songs | Kids Songs | Super Simple Songs,"['kids songs', 'nursery rhymes', 'super simple songs', 'five little ducks', '5 little ducks', 'ducks song', '500 ducks', 'Super Simple Songs', 'silly songs for kids', 'preschool songs', 'counting song for kids', ""children's song"", 'counting', 'childrens counting song', 'preschool', 'preschool song', 'teaching songs', 'ESL', 'EFL', 'English for kids', 'parents', 'super simple', 'five hundred ducks', 'a lot of ducks', 'cartoon', 'youtube kids', 'funny song', 'compilation for kids', 'counting songs', 'count along', 'numbers']",4070,23168558,31102,2022-08-04,429,54006
2016-08-07T15:00:00Z,🐓  Good Morning Mr. Rooster + More | Kids Songs | Super Simple Songs,"['Morning song', 'Good Morning song', 'Good Morning', 'Farm Songs', 'Kids Songs', 'Songs for kids', 'Nursery Rhymes', 'Good Morning Mr. Rooster', 'Super Simple Songs', '#GoodMorning', '#nurseryrhymes', '#childrensmusic', 'farm animals', 'rooster', 'animals on the farm']",3944,22842569,39824,2016-08-07,"2,617",8729
2020-04-23T16:54:19Z,What’s Your Favorite Flavor Of Ice Cream? | + More Kids Songs | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', ""what's your favorite flavor of ice cream song"", 'ice crean song', 'do you like brocolli ice cream?', 'food songs for kids', 'silly songs for kids']",1978,22783620,58100,2020-04-23,"1,262",18054
2017-05-18T15:30:00Z,A Sailor Went To Sea | + More Kids Songs | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'a sailor went to sea', 'kids', 'nursery songs', 'sailor song', 'a sailor went to see', 'a sailor went to sea song', 'rhymes', 'childrens songs', 'preschool', 'education', 'kindergarten', 'for kids', 'super simple', 'ocean song', 'nursery rhymes for children', 'children songs', 'english rhymes', 'cartoon', 'a sailor went to sea sea sea', 'a sailor went to see see see', 'baby shark']",3371,22771756,36331,2017-05-18,"2,333",9761
2019-10-17T10:45:00Z,Halloween ABC Song | Super Simple Songs,"['halloween abc songs', 'alphabet song', 'halloween abc song', 'abc song', 'halloween abc', 'halloween abcs', 'halloween songs', 'kids songs', 'songs for kids', 'super simple songs', 'halloween songs for kids', 'for children', 'super simple songs halloween', 'education for kids', 'halloween song', 'happy halloween', 'halloween', 'go away', 'go away spooky goblin', 'go away big green monster song']",102,22360330,36086,2019-10-17,"1,451",15410
2021-02-04T16:00:27Z,The Wheels On The Bus + More | ft. @MrMonkeyMonkeyMechanic | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs']",1833,22353621,34391,2021-02-04,975,22927
2021-01-21T16:00:07Z,Three Little Kittens | + More Nursery Rhymes & Kids Songs | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs']",3700,22330783,30532,2021-01-21,989,22579
2014-11-26T11:30:02Z,We Wish You A Merry Christmas | Super Simple Songs,"['Jingle Bells (Composition)', 'Christmas Songs for Kids', 'Parent', 'Preschool Christmas Song', 'Kindergarten', 'We Wish You A Merry Christmas (Composition)', 'Baby', 'Christmas song for kids', 'Preschool', 'Christmas (Holiday)', 'Learn English', 'nursery', 'rhymes', 'Super Simple Songs', 'Toddler', 'Easy Christmas Song', 'Christmas Song', 'English Christmas Song', ""Children's Christmas Song""]",121,22305725,27014,2014-11-26,"3,237",6891
2019-02-28T15:30:01Z,When The Band Comes Marching In | + More Kids Songs | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'when the band goes marching in', 'the ants go marching', 'the bees go buzzing one by one', 'educational', ""children's songs"", ""children's nursery rhymes and songs"", 'songs for babies', 'kids videos', 'baby songs', 'children songs']",1868,22200204,35662,2019-02-28,"1,682",13199
2016-10-10T15:30:01Z,Five Creepy Spiders | Halloween Songs + More Kids Songs | Super Simple Songs,"['Halloween songs for kids', ""Children's halloween song"", 'Halloween song', 'kids songs', ""children's music"", 'Halloween music', 'halloween songs', 'Super Simple Songs', 'Nursery Rhymes', 'kids song', 'songs for kids', 'nursery rhyme', 'halloween', 'Halloween rhymes', 'counting song', 'numbers song', 'numbers song for kids', 'twinkle twinkle little star', 'kindergarten halloween song', 'Five Creepy Spiders', 'rhymes', 'rhymes for kids', 'Trick or Treat', 'Knock Knock Trick or Treat', 'kids', 'preschool', 'Halloween party song']",2937,22054467,30163,2016-10-10,"2,553",8639
2018-02-17T15:30:01Z,I Can't Remember The Words To This Song | + More Kids Songs | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', ""i can't remember the words to this song"", 'kids videos', 'songs for children', 'educational video', 'fun songs for kids', 'kindergarten', 'preschool songs', 'toddlers', 'songs for toddlers', 'preschoolers', 'children’s songs', 'baby songs', 'for kids', 'for children', 'videos for kids', 'rhyme', 'nursery', 'baby nursery rhymes', 'songs for babies', 'classic nursery rhymes']",3629,22032753,25052,2018-02-17,"2,058",10706
2020-06-04T15:00:01Z,Butterfly Ladybug Bumblebee | + More Kids Songs | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'butterfly ladybug bumblebee song', 'ladybug song', 'butterfly song', 'bumblebee song']",2063,21994964,42234,2020-06-04,"1,220",18029
2015-12-12T16:30:00Z,We Wish You a Merry Christmas + More | Christmas Songs for Kids | Super Simple Songs,"['kids', 'rhymes', 'nursery', 'toddlers', 'We Wish You A Merry Christmas', 'preschool', 'Super Simple Songs', 'Christmas song for kids', 'Christmas Carols', 'Christmas Song', 'SANTA', ""Children's Christmas Song"", 'www.supersimplelearning.com', 'Jingle Bells']",1785,21977085,29838,2015-12-12,"2,856",7695
2019-02-07T15:30:00Z,The Bees Go Buzzing | + More Kids Songs & Nursery Rhymes,"['the bees go buzzing', 'the bees go marching', 'the ants go marching', 'bees song', 'kids songs', 'bees for kids', 'songs for kids', 'nursery rhymes', 'super simple songs', 'bees song for kids', 'bees for preschoolers', 'song about bees']",2815,21899052,35445,2019-02-07,"1,703",12859
2017-12-02T16:00:05Z,Wind The Bobbin Up | + More Kids Songs | Super Simple Songs,"['kids songs', 'wind the bobbin up', 'wind the bobbin up song', 'wind the bobbin', 'songs for kids', 'nursery rhymes', 'super simple songs', 'kids videos', 'songs for children', 'educational video', 'fun songs for kids', 'kindergarten', 'preschool songs', 'toddlers', 'songs for toddlers', 'preschoolers', 'children’s songs', 'baby songs', 'for kids', 'for children', 'videos for kids', 'rhyme', 'nursery', 'baby nursery rhymes', 'songs for babies', 'nursery rhyme']",3626,21899047,31309,2017-12-02,"2,135",10257
2022-06-02T14:00:29Z,We're Going On A Rocket Ship | Kids Songs | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'educational song for kids', 'baby songs', 'children songs', 'preschool songs', 'space song', 'outer space for kids', 'rocket ship', 'things that go', 'vroom vroom', 'stem', 'science song', 'space travel', 'moon song', ""we're going on a rocket ship"", 'space week', 'national space day', 'space day', 'childrens songs', 'outerspace song']",172,21565821,13614,2022-06-02,492,43833
2016-04-26T15:30:00Z,Days Of The Week Song | Kids Songs | Super Simple Songs,"['days song', 'days of the week song', 'Learn days', 'tuesday', 'nursery rhyme', 'wednesday', 'kids song', 'Super Simple Songs', 'friday', 'sunday', 'monday', 'nursery', 'days of the week', 'thursday', 'saturday', 'rhymes']",86,21465200,49248,2016-04-26,"2,720",7892
2018-11-03T14:30:02Z,Red Yellow Green Blue | + More Kids Songs | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'red yollow green blue', 'red yellow green blue song for kids', 'red yellow green blue song', 'the bumble nums song', 'the bumble nums', ""bumble nums' super simple song"", 'for kids', 'color song', 'color song kids', 'color song for children', 'classroom songs for kids', 'colors', ""kid's music"", 'colors song', 'colors song for kids', 'colors song for toddlers', 'red yellow green blue', 'baby songs', 'children songs', 'sing-along', 'toddler songs']",3120,21449357,36363,2018-11-03,"1,799",11923
2018-03-31T14:30:02Z,Kids' Song Collection #2 | Sing Along With Tobee | Super Simple Songs,"['nursery rhymes', 'kids songs', ""if you're happy"", '10 little fingers', 'open shut them', 'ten in the bed', 'wheels on the bus', 'songs for kids', 'super simple songs', 'sing along with tobee', 'the best of sing along with tobee', 'for kids', 'for toddlers', 'sing with caitie', '10 in the bed song for kids', 'wag your tail', 'wag your tail song', 'open shut them simple songs', 'five little ducks', 'my teddy bear', 'can you make a happy face', 'the alphabet song', 'abcs song', 'music for children', 'nursery rhyme']",1356,21183516,31096,2018-03-31,"2,016",10508
2018-06-09T14:30:00Z,Down By The Bay #3 | + More Kids Songs | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'down by the bay', 'down by the bay song', 'silly songs', 'down by the bay super', 'down by the bay kids', 'down by the bay 2018', 'silly songs for kids', 'classic children songs', 'songs for kids 2018', 'down by the bay kids song', 'kids videos', 'songs for children', 'fun songs for kids', 'kindergarten', 'preschool songs', 'songs for toddlers', 'children’s songs', 'for kids', 'for children', 'where the watermelons grow', 'rhyming songs']",3510,21134979,39295,2018-06-09,"1,946",10861
2019-10-31T10:45:01Z,The Bear Went Over The Mountain | + More Kids Songs | Super Simple Songs,"['the bear went over the mountain song', 'kids songs', 'bear went over the mountain song', 'the bear went over the mountain', 'songs for kids', 'nursery rhymes', 'super simple songs', 'bear song for kids', 'bear song', 'baby songs', 'children songs', 'prepositions song', 'prepositions for kids']",1918,20964592,31945,2019-10-31,"1,437",14589
2018-03-24T14:30:02Z,Hot Cross Buns | Nursery Rhymes | Super Simple Songs,"['kids songs', 'classic nursery rhymes', 'hot cross buns', 'nursery rhymes', 'hot cross buns song for kids', 'hot cross buns song', 'easter song', 'easter songs for preschool', 'easter songs', 'food songs', 'food songs for kids', 'songs for kids', 'super simple songs', 'kindergarten', 'preschool songs', 'toddlers', 'songs for toddlers', 'children’s songs', 'baby songs', 'for children', 'rhyme', 'nursery', 'baby nursery rhymes', 'easter song for kids', 'good friday songs', 'good friday songs for kids', 'the muffin man', 'pat-a-cake']",104,20919918,18775,2018-03-24,"2,023",10341
2011-02-03T08:01:06Z,Skidamarink (Puppet Version) | Super Simple Songs,"['puppet', 'nursery', 'skinnamarink', 'toddlers', ""Mother's Day"", 'kindergarten', 'funny', 'valentine', 'muppet', 'happy', 'preschool', 'parents', ""Valentine's Day Song"", 'Toddlerific', 'I love you', ""Father's day"", ""valentine's"", 'silly', 'puppets', 'rhymes', 'parenting', 'family', ""valentine's day"", 'スキダマリンク', '英語の歌', 'cute']",151,20705047,10083,2011-02-03,"4,629",4473
2015-05-20T12:01:18Z,We All Fall Down | + More Super Simple Songs,"['Nursery Rhyme', 'family', 'ESL', 'ring around the rosies', 'Super Simple Learning', 'kids song compilation', 'rhymes', 'Head Shoulders Knees and Toes', 'kindergarten', 'kids song collection', 'Songs for Kids', 'nursery', 'We All Fall Down', 'parts of the body vocabulary', 'EFL', 'Super Simple Songs', 'www.supersimplelearing.com', 'preschool', 'skidamarink', 'toddlerific', 'Kids Songs', 'Top Kids Songs', 'education', 'best kids songs', 'Nursery Rhyme Compilations']",3246,20250263,21033,2015-05-20,"3,062",6613
2017-06-15T15:30:02Z,Rock Scissors Paper #3 | Kids Songs | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'rock scissors paper', 'rock', 'scissors', 'paper', 'kids', 'children', 'songs', 'children songs', 'songs for children', 'for kids', 'for children', 'for toddlers', 'for babies', 'nursery', 'rhyme', 'rhymes', 'play', 'fun', 'baby songs', 'children rhymes', 'family fun', 'boys', 'girls', 'kids music', 'nursery rhymes songs', 'nursery songs', 'funny', 'kids playing', 'kids video', 'video for kids']",114,20227789,15343,2017-06-15,"2,305",8776
2021-08-26T15:00:03Z,Five Little Chicks | + More Kids Songs | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', '5 little chicks', 'five little chicks', '5 little chicks song', 'lullaby songs', 'numbers song for kids', 'five little ducks', '10 apples on my head', '5 little ducks']",3612,20111517,34690,2021-08-26,772,26051
2015-09-05T15:30:01Z,We All Fall Down | Walk Around The Circle Song | Super Simple Songs,"['we all fall down', 'walk around the circle', 'ring around the rosie', 'walk around the circle song', 'super simple songs', 'Nursery Rhyme (Literature Subject)', 'rhymes', 'circle song', 'nursery', 'kids songs', 'nursery rhyme', 'nursery rhymes', 'kids song', 'circle time', 'circle time song', 'circletime song', 'preschool', 'preschool song', 'kindergarten', 'super simple', 'walking around the circle', 'hop around the circle', 'around the circle']",130,20023761,19965,2015-09-05,"2,954",6779
2020-01-23T11:45:00Z,Pop The Bubbles | + More Kids Songs | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'pop the bubble song', 'pop the bubble', 'children songs', 'baby songs']",1860,19844166,35506,2020-01-23,"1,353",14667
2016-02-17T16:30:01Z,Rock Scissors Paper + More | Kids Songs & Nursery Rhymes | Super Simple Songs,"['Nursery rhymes', 'preschool', 'nursery', 'super simple songs', 'kids songs', 'circle time', 'rock paper scissors', '#nurseryrhymes', 'rhymes', 'Rock scissors paper']",3938,19698358,25919,2016-02-17,"2,789",7063
2017-11-02T15:30:00Z,Pat-A-Cake | Kids Songs | Super Simple Songs,"['kids songs', 'pat a cake', 'patty cake', 'patacake', 'pat-a-cake', 'pat a cake song', 'bakers man', 'puppets for kids', 'puppets', 'songs for kids', 'nursery rhymes', 'super simple songs', 'baby songs', 'kids videos', 'songs for children', 'educational video', 'fun songs for kids', 'kindergarten', 'preschool songs', 'toddlers', 'songs for toddlers', 'preschoolers', 'children’s songs', 'for kids', 'for children', 'videos for kids', 'rhyme', 'nursery', 'baby nursery rhymes', 'songs for babies', 'classic nursery rhymes', 'children songs']",114,19456087,25041,2017-11-02,"2,165",8987
2015-06-27T16:00:00Z,"Yes, I Can! + More | Kids Songs | Nursery Rhymes | Super Simple Songs","['Kids Songs', 'Nursery Rhymes', 'Old MacDonald Had A Farm (Composition)', 'wheels bus song', 'finger family', ""children's song"", 'nursery rhymes songs', 'Nursery Rhyme (Literature Subject)', 'Alphabets Animals Video', 'rhymes', 'learn alphabet', 'The Wheels On The Bus (Composition)', 'alphabet song', 'nursery', 'abc song', 'popular nursery rhymes', 'nursery rhyme', '5 little monkeys', 'wheels bus', 'Super Simple Songs', 'bob the train', 'nursery rhymes collection', 'Kids song', 'ABC Song For Kids And Children']",3650,19309984,23993,2015-06-27,"3,024",6386
2020-03-05T11:30:00Z,Down In The Deep Blue Sea | ft. Finny The Shark! | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'down in the deep blue sea', 'down in the deep blue sea song', 'baby songs', 'kids videos', 'happy song for kids', 'dance songs for kids']",123,19288835,27314,2020-03-05,"1,311",14713
2018-03-22T14:30:00Z,10 Little Bicycles | Kids Songs | Super Simple Songs,"['kids songs', '10 little bicycles', 'ten little bicycles', 'bicycle song', 'bicycle song for kids', 'bicycle song for children', 'count to 10', 'songs for kids', 'nursery rhymes', 'counting song for kids', 'super simple songs', 'number song', 'number song for kids 1-10', '1 to 10', '1-10', 'numbers', 'bicycles song', 'songs for children', 'educational video', 'fun songs for kids', 'kindergarten', 'preschool songs', 'toddlers', 'songs for toddlers', 'preschoolers', 'children’s songs', 'videos for kids']",129,19264744,21237,2018-03-22,"2,025",9513
2018-10-11T14:30:03Z,Down By The Spooky Bay | + More Halloween Songs for Kids | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'down by the spooky bay', 'down by the spooky bay song', 'peekaboo halloween', 'peekaboo halloween song', 'super simple halloween songs', 'halloween songs', 'halloween', 'halloween 2018', 'halloween song', 'halloween song for kids', 'down by the bay', 'down by the spooky bay halloween song', 'halloween for kids', 'halloween kids song', 'songs for toddlers', 'halloween ghost', 'halloween nursery rhyme', 'fun songs for kids', 'halloween song for kid']",2330,19231143,40557,2018-10-11,"1,822",10555
2021-09-09T10:30:00Z,Six Little Ghosts | Halloween Song for Kids | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs']",135,19224251,20856,2021-09-09,758,25362
2018-03-10T15:30:00Z,Down By The Bay #2 | + More Kids Songs | Super Simple Songs,"['kids songs', 'down by the bay song', 'super simple songs', 'down by the bay', 'down by the bay kids song', 'down by the bay nursery rhyme', 'super simple monsters', 'Kids songs', 'nursery rhymes', 'kids videos', 'songs for children', 'fun songs for kids', 'kindergarten', 'songs for kids', 'preschool songs', 'toddlers', 'songs for toddlers', 'children’s songs', 'baby songs', 'for kids', 'for children', 'videos for kids', 'songs for babies', 'down by the bay where the watermelons grow', 'where the watermelons grow']",3337,19176788,40310,2018-03-10,"2,037",9414
2014-11-19T11:30:03Z,"Hello, Reindeer | Children's Christmas Song | Super Simple Songs","['parent', 'ESL', 'Christmas Music (Musical Genre)', 'preschool', 'Merry Christmas', 'Teachers', 'Super Simple Songs', 'kindergarten', 'toddler', 'Students', 'Stop Motion Animation', 'Jingle Bells', 'Hello Reindeer', 'teacher', 'baby', 'Student', 'rhymes', 'Christmas Song', 'Christmas Song for kids', 'EFL', 'Lesson', 'Learn', 'Preschool Christmas Song', 'Reindeer (Animal)', 'Lessons', 'Education', 'Free', 'Stop Motion', 'nursery', 'School']",77,18829315,20895,2014-11-19,"3,244",5804
2021-12-16T16:00:14Z,Best of Super Simple Songs 2021 | Kids Songs | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs']",3778,18729645,26948,2021-12-16,660,28378
2018-02-03T15:30:01Z,Sweet Dreams (Goodnight Song) (Extended Mix - 31 Mins) | Kids Songs | Super Simple Songs,"['kids songs', 'sweet dreams', 'sweet dreams lullaby song', 'sweet dreams song', 'songs for kids', 'good night song', 'nursery rhymes', 'super simple songs', 'lullaby songs for kids', 'extended mix songs for kids', 'lullabies', 'lullabies for babies', 'babies songs', 'kids videos', 'songs for children', 'kindergarten', 'preschool songs', 'toddlers', 'songs for toddlers', 'preschoolers', 'children’s songs', 'baby songs', 'for kids', 'for children', 'videos for kids', 'good night', 'good night sleep']",1878,18668113,48472,2018-02-03,"2,072",9010
2007-04-30T10:37:32Z,The Alphabet Song (Let's Sing!),"['英語', 'knockknockenglish', 'music', 'song', 'ABC Song', 'simple', 'kids', 'supersimplesongs', 'alphabet', 'nursery', 'super', 'istopmotion', 'time lapse', 'kids songs', 'rhymes', 'phonics', 'singing', 'こども英会話', 'abcs', 'songschildrens', 'english', 'えいご', 'children']",46,18467951,4540,2007-04-30,"6,004",3076
2021-11-11T14:30:05Z,Milk & Cookies | Kids Songs | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'milk and cookies', 'christmas song', 'christmas song for kids', 'christmas eve', 'cookies for santa']",183,18230789,26303,2021-11-11,695,26231
2021-10-04T15:00:02Z,Six Little Ghosts | + More Halloween Songs for Kids | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'halloween', 'halloween songs for kids', 'six little ghosts']",3370,18227354,21961,2021-10-04,733,24867
2015-04-01T14:00:00Z,"One Potato, Two Potatoes | + More Kids Songs and Nursery Rymes","['rhymes', 'Nursery Rhymes Compilation', 'One Potato Two Potatoes', 'Two Potatoes', 'Potato Song', 'Super Simple Learning', 'One Potato Two Potato', 'Kids Songs Compilation', 'One Potato', 'Super Simple Songs', 'Nursery Rhymes', 'Kids Songs', 'www.supersimplelearning.com', 'nursery']",3907,18204214,17389,2015-04-01,"3,111",5852
2019-03-28T14:30:01Z,The Jellyfish | Kids Songs | Super Simple Songs,"['the jellyfish', 'the jellyfish song', 'kids songs', 'songs for kids', 'nursery rhymes', 'the jellyfish dance', 'children songs', 'preschool songs', 'circle time songs', 'super simple', 'super simple songs']",111,18069963,16430,2019-03-28,"1,654",10925
2019-01-10T15:30:02Z,Here Is The Beehive  | + More Kids Songs | Super Simple Songs,"['here is the beehive nursery rhyme', 'numbers song for kids', 'counting to five song', 'here is the beehive song', 'kids songs', 'songs for kids', 'super simple songs', 'bees song', 'this is the way song', 'children songs', 'beehive song', 'this is the way we get dressed', 'kids songs collection']",2192,18058216,27013,2019-01-10,"1,731",10432
2019-10-21T10:45:01Z,Halloween Songs For Kids | Super Simple Songs,"['kids songs', 'nursery rhymes', 'halloween songs', 'halloween songs for kids', 'halloween songs for preschoolers', 'kids halloween songs', 'halloween songs for toddlers', 'super simple songs', 'fun halloween music', 'fun halloween songs', 'preschool songs', 'songs for kids', 'halloween songs for children']",2810,17979145,23268,2019-10-21,"1,447",12425
2022-07-07T14:00:13Z,Mr. Golden Sun with Finny! & More Finny the Shark Songs | Kids Songs | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'Finny the Shark', 'finny the shark', 'finny', 'preschool', 'preschool songs', 'kindergarten song', 'mr. golden sun', 'Mr. Golden Sun', 'sunshine song', 'kids song', 'happy song', 'circle time song', 'english song', 'shine down on me', 'shining sun', 'baby shark']",3758,17638230,28884,2022-07-07,457,38596
2019-01-17T15:30:10Z,The Toilet Song by The Wiggles | Animation by Super Simple Songs,"['the toilet song', 'toilet song', 'potty song', 'potty training song', 'toilet training song', 'the wiggles', 'potty training', 'toilet training', 'kids songs', 'nursery rhymes', 'super simple songs', 'animation']",161,17622328,11278,2019-01-17,"1,724",10222
2022-10-20T14:00:20Z,ABC Boo | Kids Halloween Songs | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'halloween songs', 'halloween songs for kids', 'alphabet', 'alphabet song', 'ABC song']",198,17558575,10672,2022-10-20,352,49882
2019-12-09T11:45:00Z,Silent Night | Christmas Song For Kids | Super Simple Songs,"['silent night', 'silent night holy night', 'kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs']",201,17489414,26778,2019-12-09,"1,398",12510
2020-07-30T15:00:16Z,"Star Light, Star Bright | + More Kids Songs | Super Simple Songs","['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'star light star bright', 'star light start bright song', 'lullabies', 'lullaby', 'bedtime songs for kids', 'soothing songs for kids']",2047,17218626,35981,2020-07-30,"1,164",14793
2021-06-03T15:00:21Z,The Rainbow Song | + More Kids Songs | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'the rainbow song', 'rainbow colors song', 'colors of the rainbow song', 'colors songs for kids', 'once I caught a fish alive', 'and the green grass grew', 'i love the mountains']",2855,17083275,29461,2021-06-03,856,19957
2017-12-04T16:30:01Z,Up On The Housetop | + More Kids Songs | Super Simple Songs,"['kids songs', 'christmas song', 'up on the housetop', 'up on the rooftop', 'santa where are you song', 'kids christmas song', 'christmas nursery rhymes', 'christmas song for kids', 'songs for kids', 'nursery rhymes', 'super simple songs', 'santa', 'kindergarten', 'preschool songs', 'toddlers', 'songs for toddlers', 'preschoolers', 'children’s songs', 'baby songs', 'for kids', 'for children', 'videos for kids', 'rhyme', 'nursery', 'baby nursery rhymes', 'songs for babies', 'up on the housetop christmas song', 'santa songs']",4029,17051282,16948,2017-12-04,"2,133",7994
2022-09-22T14:00:03Z,The Creepy Crawly Spider | The Itsy Bitsy Spider Halloween Song | Super Simple Songs,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs', 'Halloween song', 'halloween kids song', 'preschool', 'itsy bitsy spider', 'ESL', 'eensy weensy spider', 'super simple', 'halloween songs for kids', 'childrens music', 'youtube kids', 'fun kids song']",164,16743068,9590,2022-09-22,380,44061
2016-01-09T16:30:00Z,Hello Song + More | Kids Songs and Nursery Rhymes | Super Simple Songs,"['ESL Song', 'nursery', 'Kindergarten', 'Nursery School', 'English kids song', 'Hello Songs', 'rhymes', 'Preschool', 'Nursery Rhyme Collection', 'EFL Song', 'Hello Song', 'Kids Songs', 'classroom songs', 'Nursery Rhymes', 'easy english song']",2711,16273315,26287,2016-01-09,"2,828",5754
2022-12-29T14:00:18Z,Best Kids Songs from Super Simple | Children's Music,"['kids songs', 'songs for kids', 'nursery rhymes', 'super simple songs']",3322,15978565,26416,2022-12-29,282,56662
